artistID	name
1434	Wisin & Yandel
1435	Akon
1436	Artists For Haiti
1437	Fanny Lú
1438	Lady Antebellum
1439	Ivy Queen
1440	Pitbull
1441	Kristinia DeBarge
1442	Girlicious
1443	Willow Smith
1444	Selena Gomez
1445	Jullie
1446	B.o.B
1447	Far East Movement
1448	Cherish
1449	Miranda Cosgrove
1450	Carrie Underwood
1451	Rednex
1452	Big Time Rush
1453	Gloriana
1454	Amy Macdonald
1455	ABBA
1456	Agnetha Fältskog
1457	Jared Padalecki
1458	Jensen Ackles
1459	Kansas
1460	The Mamas & The Papas
1461	Lifehouse
1462	Mamma Mia! Brasil
1463	Madonna feat. Gogol Bordello
1464	swedem
1465	Mamma Mia! Film Cast
1466	Ricky Martin
1467	Based On Abba
1468	Per Gessle; Roxette
1469	B.J. Thomas
1470	Kim Carnes
1471	Anni-Frid Lyngstad
1472	Matt & Kim
1473	Pataclaun
1474	Riko
1475	cnet.com
1476	Miike Snow
1477	Santigold
1478	Eileen
1479	Time Machine
1480	Reba McEntire
1481	Rockstar Games ©
1482	Antonio Vivaldi
1483	The Virgins
1484	Chespirito
1485	Rocío Dúrcal
1486	2009 Names in Vain
1487	Amsterdam Guitar Trio
1488	Just Jack
1489	Los Fantasmas del Caribe
1490	Frankie Ruiz
1491	Tito El Bambino
1492	Caifanes
1493	Rooney
1494	Nadia Oh
1495	Sonic Youth
1496	Natalie Imbruglia
1497	Valeria
1498	Omarion
1499	Starlight Mints
1500	Noel Gallagher
1501	Black Rebel Motorcycle Club
1502	Paolo Nutini
1503	The Last Shadow Puppets
1504	Ramones
1505	The Courteeners
1506	The Fratellis
1507	The Enemy
1508	The Wombats
1509	Mumford & Sons
1510	Ryan Adams
1511	The Hives
1512	Morbid Angel
1513	Destruction
1514	Tankard
1515	Hirax
1516	Artillery
1517	Toxic Holocaust
1518	Anthrax
1519	Municipal Waste
1520	Forbidden
1521	Vio-Lence
1522	Venom
1523	Lich King
1524	Napalm Death
1525	The Sisters of Mercy
1526	Mercyful Fate
1527	Exumer
1528	EMICIDA
1529	Mortal Treason
1530	Chainsaw Disaster
1531	Bleeding Through
1532	The Devil Wears Prada
1533	Knights Of The Abyss
1534	Immortal Technique
1535	J. Holiday
1536	Raimundos
1537	boysetsfire
1538	Hatebreed
1539	wecamewithbrokenteeth
1540	Waking The Cadaver
1541	Impending Doom
1542	As Blood Runs Black
1543	For Today
1544	CéU
1545	ABACABB
1546	Job for a Cowboy
1547	Joss Stone
1548	Carnifex
1549	Provérbio X
1550	The Irish Front
1551	Facção Central
1552	Beneath the Massacre
1553	akissforjersey
1554	Annotations of an Autopsy
1555	E.Town Concrete
1556	Brain Drill
1557	Misericordiam
1558	Rose Funeral
1559	See You Next Tuesday
1560	Straight Line Stitch
1561	Belay My Last
1562	Винтаж
1563	Serebro
1564	Вера Брежнева
1565	Жанна Фриске
1566	Дантес&Олейник
1567	Dan Balan
1568	Нюша
1569	Анна Седокова
1570	Банд'Эрос
1571	Paris Hilton
1572	Татьяна Котова
1573	Таня
1574	Баста
1575	Love Spit Love
1576	Panik
1577	Инь-Ян
1578	Roma Kenga и Агния Дитковските
1579	Tom Dice
1580	S Club 7
1581	Skye Sweetnam
1582	Holly Valance
1583	Mis-Teeq
1584	Samantha Mumba
1585	Gina Rene, Gabriel Rene, Lindsay Lohan, Rachel McAdams, Lacey Chabert, & Amanda Seyfried
1586	Eve
1587	Christina Milian
1588	The Cheetah Girls
1589	Allstars
1590	Gareth Gates
1591	Madison Avenue
1592	Anastacia
1593	Shayne Ward
1594	Billie Piper
1595	Jamelia
1596	Black Milk
1597	People Under the Stairs
1598	Constrobuz
1599	UGK
1600	Lykke Li
1601	Jurassic 5
1602	Zion I
1603	G-Side
1604	Jay-Z
1605	Atmosphere
1606	Killer Mike
1607	Elzhi
1608	Nappy Roots
1609	Hieroglyphics
1610	Blackalicious
1611	OutKast
1612	Masta Ace
1613	De La Soul
1614	Jeru the Damaja
1615	The Jacka
1616	Monsta Island Czars
1617	Living Legends
1618	J Dilla
1619	Das EFX
1620	Organized Konfusion
1621	Jake One
1622	Deltron 3030
1623	Metric
1624	Fleet Foxes
1625	Souls of Mischief
1626	The D.O.C.
1627	Jedi Mind Tricks
1628	The Grouch & Eligh
1629	Pac Div
1630	Jimi Hendrix
1631	GZA/Genius
1632	The Game
1633	Aliados 13
1634	Dave Matthews Band
1635	Brothers of Brazil
1636	Rancid
1637	Outono em Marte
1638	Drapz
1639	The Baseballs
1640	Os Dissonantes
1641	Anti-Flag
1642	Cascadura
1643	The Wallflowers
1644	Supla
1645	Tequila Baby
1646	Candlebox
1647	Motel
1648	Mecanika!
1649	Supercombo
1650	Cine
1651	Blind Melon
1652	Borderlinerz
1653	Nenhum de Nós
1654	Those Dancing Days
1655	Poléxia
1656	Sanalejo
1657	Udora
1658	Mike Ness
1659	Matt White
1660	Faichecleres
1661	Black Veil Brides
1662	Falling In Reverse
1663	Avenged Sevenfold
1664	Tokio Hotel
1665	The Medic Droid
1666	Get Scared
1667	from aphony
1668	Criss Angel
1669	BrokeNCYDE
1670	Stephen Jerzak
1671	The Ready Set
1672	Charlie Brown Jr.
1673	Bratz
1674	Jennette McCurdy
1675	Aly & AJ
1676	Everlife
1677	Weird Al Yankovic
1678	Liz Phair
1679	iamamiwhoami
1680	Bowling for Soup
1681	Victoria Justice
1682	Orianthi
1683	Keke Palmer
1684	Christy Carlson Romano
1685	Dolly Parton
1686	Susan Egan/Vaneese Thomas/Cheryl Freeman/LaChanze/Lillias White
1687	Billy Ray Cyrus
1688	Lady GaGa vs. Madonna
1689	Sterling Knight
1690	Future Pop Stars United
1691	Clint Mansell
1692	Puscifer
1693	Eicca Toppinen
1694	The Cult
1695	Unheilig
1696	Hans Zimmer
1697	Black Light Burns
1698	Dead Can Dance
1699	Philip Glass
1700	Brian Eno
1701	Therion
1702	Eisbrecher
1703	Megaherz
1704	Dave Gahan
1705	Oomph!
1706	Lisa Gerrard
1707	Cliff Martinez
1708	Peter Broderick
1709	Ani DiFranco
1710	Uzi & Ari
1711	Hauschka
1712	Jens Lekman
1713	Olafur Arnalds
1714	Anathallo
1715	Flica
1716	Jon Foreman
1717	Elio e le Storie Tese
1718	Jóhann Jóhannsson
1719	Piano Magic
1720	Craig Armstrong
1721	Teitur
1722	Hammock
1723	Joanna Newsom
1724	A Weather
1725	Damien Jurado
1726	Seabear
1727	Balmorhea
1728	Do Make Say Think
1729	Soulwax
1730	Frozen Silence
1731	Soundtrack
1732	Bobo Rondelli
1733	Ryuichi Sakamoto
1734	Ludovico Einaudi
1735	Goldmund
1736	Apparat
1737	Psapp
1738	Ólafur Arnalds
1739	Nancy Elizabeth
1740	Does It Offend You Yeah?
1741	Tom Barman
1742	Mi and L'au
1743	Ellen Allien
1744	Whitetree
1745	Clare & the Reasons
1746	Chico Buarque
1747	Ney Matogrosso
1748	Secos & Molhados
1749	Chicas
1750	Oswaldo Montenegro
1751	Renato Russo
1752	Marcelo Camelo
1753	Zbigniew Preisner
1754	Maria Rita
1755	Caetano Veloso
1756	Kevin Johansen
1757	Little Joy
1758	Carla Bruni
1759	Pato Fu
1760	Felpeyu
1761	Erik Satie
1762	Rita Lee
1763	Norah Jones
1764	Yoñlu
1765	David Nevue
1766	Cássia Eller
1767	Tiê
1768	Adam Green
1769	Eddie Vedder
1770	Cartola
1771	Libera
1772	Emilie Simon
1773	Jonathan Larson
1774	Esbjörn Svensson Trio
1775	Бумбокс
1776	А-Студио
1777	Сплин
1778	UNKLE
1779	Агата Кристи
1780	5'nizza
1781	Archive
1782	Океан Ельзи
1783	SunSay
1784	Schiller
1785	Inspiral Carpets
1786	Sting
1787	Nautilus Pompilius
1788	Guano Apes
1789	Umaturman
1790	Indochine
1791	Amethystium
1792	Nightmares on Wax
1793	The Shadows
1794	Mötley Crüe
1795	T. Rex
1796	Suzi Quatro
1797	Syd Barrett
1798	The Runaways
1799	Ratt
1800	Stryper
1801	Def Leppard
1802	Patti Smith
1803	Jerry Cantrell
1804	The Black Crowes
1805	Sex Pistols
1806	Extremoduro
1807	Héroes del Silencio
1808	L7
1809	Jazzanova
1810	Love Unlimited Orchestra
1811	Donna Summer
1812	Luther Vandross
1813	4hero
1814	MFSB
1815	Zero 7
1816	The Jacksons
1817	Isaac Hayes
1818	808 State
1819	Chaka Khan
1820	Quincy Jones
1821	Loose Ends
1822	David Sanborn
1823	Chic
1824	Nina Simone
1825	Diana Ross
1826	The Cinematic Orchestra
1827	Art of Noise
1828	Scott Walker
1829	Stanton Warriors
1830	Little Brother
1831	Trüby Trio
1832	Musiq
1833	Blue Six
1834	Teddy Pendergrass
1835	Grace Jones
1836	Roy Ayers
1837	Rick James
1838	Minnie Riperton
1839	Sarah Vaughan
1840	Shawn Lee's Ping Pong Orchestra
1841	Teena Marie
1842	Richard Wagner
1843	Red
1844	blessthefall
1845	Breaking Benjamin
1846	Pillar
1847	Makeshift Romeo
1848	YUI
1849	Thrice
1850	Thousand Foot Krutch
1851	Jay-Z and Linkin Park
1852	Heaven Shall Burn
1853	SMS
1854	Hollywood Undead
1855	Black Lab
1856	abingdon boys school
1857	Yellowcard
1858	Disciple
1859	A Skylit Drive
1860	D2
1861	Dope
1862	Shane Dawson
1863	Flow
1864	Audioslave
1865	Hoobastank
1866	The Frames
1867	Оригами
1868	access
1869	Devo
1870	Split Enz
1871	Fashion
1872	XTC
1873	Pseudo Echo
1874	The Cars
1875	Midnight Oil
1876	Dead or Alive
1877	Gary Numan
1878	Shriekback
1879	Wire
1880	Oingo Boingo
1881	Sparks
1882	Thomas Dolby
1883	Eurythmics
1884	Yellow Magic Orchestra
1885	Models
1886	Visage
1887	Magazine
1888	John Foxx
1889	Landscape
1890	Scritti Politti
1891	Yello
1892	They Might Be Giants
1893	New Musik
1894	SHINee
1895	Shinedown
1896	東方神起
1897	Mehdi
1898	増田俊郎
1899	和田薫
1900	the GazettE
1901	See-Saw
1902	Ария
1903	The 69 Eyes
1904	AYABIE
1905	Charon
1906	동방신기
1907	HIGH and MIGHTY COLOR
1908	平野義久
1909	audiomachine
1910	Rie fu
1911	ギルガメッシュ
1912	Fool's Garden
1913	Lovex
1914	ASIAN KUNG-FU GENERATION
1915	SUGIZO
1916	Poisonblack
1917	Acid Black Cherry
1918	ムック
1919	Adele
1920	Solange
1921	Jennifer Hudson
1922	Michelle Williams
1923	Stand Up to Cancer
1924	Ana Carolina; Seu Jorge
1925	Teyana Taylor
1926	Gnarls Barkley
1927	Guru Josh Project
1928	Flying Lotus
1929	The Mountain Goats
1930	Daedelus
1931	Madlib
1932	Neutral Milk Hotel
1933	Quasimoto
1934	Okkervil River
1935	Madvillain
1936	Pomegranates
1937	Raekwon
1938	Onra
1939	Yeasayer
1940	BLK JKS
1941	Mount Kimbie
1942	Pavement
1943	The Flaming Lips
1944	Blu & Exile
1945	Lightspeed Champion
1946	Actress
1947	King Geedorah
1948	MF DOOM
1949	Deerhunter
1950	Four Tet
1951	Someone Still Loves You Boris Yeltsin
1952	Guilty Simpson
1953	Baaba Maal & Mansour Seck
1954	Prefuse 73
1955	The Avalanches
1956	Laura Marling
1957	K'naan
1958	Aloe Blacc
1959	Rage Against the Machine
1960	O.S.T.R.
1961	The Black Keys
1962	The Raconteurs
1963	Cool Kids of Death
1964	Cypress Hill
1965	Czesław Śpiewa
1966	Kult
1967	Muchy
1968	The Knife
1969	Pidżama Porno
1970	Chris Cornell
1971	Metronomy
1972	Dick4Dick
1973	The Subways
1974	Paktofonika
1975	Fever Ray
1976	The Von Bondies
1977	King Diamond
1978	Falconer
1979	Devin Townsend
1980	Vanden Plas
1981	Allen/Lande
1982	Dragonland
1983	Liquid Tension Experiment
1984	Stemage
1985	いきものがかり
1986	Al Di Meola
1987	John Petrucci
1988	Spock's Beard
1989	Jorn
1990	Shadow Gallery
1991	Pain of Salvation
1992	Random
1993	Don Ross
1994	DragonForce
1995	Russell Allen
1996	Rampkorv
1997	key
1998	Blue Öyster Cult
1999	Lacuna Coil
2000	Axenstar
2001	Transatlantic
2002	Eureka Seven
2003	September
2004	Stacie Orrico
2005	Leighton Meester
2006	Victoria Beckham
2007	Melanie C
2008	Gloria Estefan
2009	Emma Bunton
2010	Simon Curtis
2011	The Residents
2012	Frankie Goes to Hollywood
2013	Пикник
2014	Madness
2015	Coil
2016	Bee Gees
2017	Die Apokalyptischen Reiter
2018	Ska-P
2019	Los Fastidios
2020	Steve Jablonsky
2021	The Business
2022	Tuxedomoon
2023	In Extremo
2024	Deutsch Amerikanische Freundschaft
2025	Luciano Pavarotti
2026	[:SITD:]
2027	SPK
2028	Cabaret Voltaire
2029	Sarah Brightman
2030	Immediate Music
2031	Alessandro Safina
2032	Andrea Bocelli
2033	Riccardo Cocciante
2034	Sarah Brightman & Andrea Bocelli
2035	Il Divo
2036	Josh Groban
2037	Susan Boyle
2038	Cristian Castro
2039	Emma Shapplin
2040	Andrew Lloyd Webber
2041	Adela Popescu
2042	Midnight Hour
2043	marger
2044	Vanessa-Mae
2045	Cirque du Soleil
2046	Petra Berger
2047	In This Moment
2048	Anastasia Lazariuc
2049	Ana Gabriel
2050	Marco Antonio Solís
2051	Rhydian
2052	Lara Fabian
2053	Yiruma
2054	Stream of Passion
2055	Vasco Rossi
2056	Michael Giacchino
2057	Keedie
2058	Giorgia Fumanti
2059	David Bustamante
2060	Gregorian
2061	Katherine Jenkins
2062	Vega 4
2063	Daniela Castro
2064	Sissel
2065	NX Zero
2066	Dev
2067	Marjorie Estiano
2068	M.I.A.
2069	DJ Earworm
2070	The Cataracs
2071	Perfume
2072	Aural Vampire
2073	Alan
2074	티아라
2075	UNLIMITS
2076	4minute
2077	소녀시대
2078	Versailles
2079	BoA
2080	Aira Mitsuki
2081	exist†trace
2082	Brown Eyed Girls
2083	Kara
2084	윤하
2085	D'espairsRay
2086	Capsule
2087	倖田來未
2088	-OZ-
2089	ルルティア
2090	Aqua Timez
2091	U-KISS
2092	태양
2093	OreSkaBand
2094	Asriel
2095	Kaya
2096	鬼束ちひろ
2097	妖精帝國
2098	heidi.
2099	아웃사이더
2100	Saori@destiny
2101	Kalafina
2102	시크릿
2103	immi
2104	ＭＡＮＮＥＱＵＩＮ
2105	IU
2106	OK Go
2107	Miles Kane
2108	Alex Turner
2109	Benjamin Biolay
2110	Darwin Deez
2111	Annoying Orange
2112	The Turtles
2113	The Rascals
2114	Royal Republic
2115	Brandon Flowers
2116	Dirty Pretty Things
2117	Dizzee Rascal
2118	Milburn
2119	Julian Casablancas
2120	Chiddy Bang
2121	Serge Gainsbourg
2122	Two Door Cinema Club
2123	Memorial Beach
2124	Beach House
2125	The Bottletop Band
2126	Bill Elm and Woody Jackson
2127	Sahara Hotnights
2128	DevilDriver
2129	Георг Корг
2130	B. Fleischmann
2131	AFX
2132	Total
2133	2H Company
2134	Booka Shade
2135	Fightstar
2136	Meshuggah
2137	Electric Birds
2138	Current Value
2139	Jane Air
2140	Psychostick
2141	Самое Большое Простое Число
2142	Christian Kleine
2143	Mujuice
2144	Дальний Свет
2145	Maroon
2146	Wisp
2147	Alarm Will Sound
2148	E-SEX-T
2149	Ovuca
2150	Enduser
2151	Architect
2152	Fink
2153	American Head Charge
2154	Dagoba
2155	Neurocoders
2156	Integral
2157	Gojira
2158	Limewax
2159	edIT
2160	Etta James
2161	Michael Bublé
2162	Katie Stevens
2163	Michael Jackson & Britney Spears
2164	50 Cent
2165	Marc Seales, composer. New Stories. Ernie Watts, saxophone.
2166	Aaryn Doyle
2167	Lisa Marie Presley
2168	Heart
2169	Maysa
2170	ВFI
2171	Blind Witness
2172	Stick to Your Guns
2173	Bury Tomorrow
2174	Buried in Verona
2175	War of Ages
2176	More Than A Thousand
2177	Miss May I
2178	Каста
2179	The Hysteria
2180	Sarah Where Is My Tea
2181	Gallows
2182	Stan Marsh
2183	The Eyes Of A Traitor
2184	50 kreon 50
2185	We Butter The Bread With Butter
2186	Soulcount
2187	Dead Silence Hides My Cries
2188	Abandon All Ships
2189	Of Mice & Men
2190	Main-de-Gloire
2191	Chevelle
2192	The Mess
2193	Compelled to Comply
2194	It Dies Today
2195	Attack Attack!
2196	Austrian Death Machine
2197	Disdained Grace
2198	Woe Is Me
2199	The Word Alive
2200	Deception Of A Ghost
2201	Fall to the Queen
2202	Aelpéacha
2203	Mr. Criminal
2204	B.G. Knocc Out & Dresta
2205	Aaliyah
2206	Lil 1/2 Dead
2207	Bone Thugs-N-Harmony
2208	Too $hort
2209	Alkpote
2210	Seth Gueko
2211	Snoop Dogg
2212	Eazy-E
2213	Csrd
2214	DJ Quik
2215	Roi Heenok
2216	Spice 1
2217	Mr. Capone-E
2218	Booba
2219	Southcide 13
2220	Kokane
2221	Ice Cube
2222	Busta Flex
2223	Above the Law
2224	Ant Banks
2225	Unité 2 Feu
2226	Nate Dogg
2227	Wiz Khalifa
2228	Swift Guad
2229	Alborosie
2230	Yella
2231	Orelsan
2232	Dr. Dre
2233	Domino
2234	Compton's Most Wanted
2235	Lunatic
2236	N.W.A
2237	Mobb Deep
2238	Warren G
2239	Brotha Lynch Hung
2240	MC Eiht
2241	Mr. X
2242	Lil Cuete
2243	2nd II None
2244	MSJ
2245	K-Dee
2246	Les Sales Blancs
2247	Foesum
2248	Big Moves
2249	Land of Talk
2250	Simon & Garfunkel
2251	Kind of Like Spitting
2252	Maps & Atlases
2253	Dirty Projectors
2254	Page France
2255	The Octopus Project
2256	Death from Above 1979
2257	Alban Berg Quartet
2258	Tera Melos
2259	Werner Haas/Orchestre National de L'Opéra de Monte-Carlo/Alceo Galliera
2260	Werner Haas
2261	Pedro the Lion
2262	Feist
2263	Lake
2264	The Microphones
2265	The Apples in Stereo
2266	Deerhoof
2267	Born Ruffians
2268	Things People Say
2269	Broken Social Scene Presents: Brendan Canning
2270	The American Analog Set
2271	Big Weird Dutch People
2272	Dirty Projectors + Björk
2273	Django Reinhardt
2274	Stereolab
2275	Sky Larkin
2276	No Kids
2277	Bill Evans
2278	Jean-Yves Thibaudet
2279	Braid
2280	Reverie Sound Revue
2281	Joe Pass
2282	Apostle of Hustle
2283	Sezen Aksu
2284	Zeki Müren
2285	Ezginin Günlüğü
2286	Ajda Pekkan
2287	Nazan Öncel
2288	Haris Alexiou
2289	Yeni Türkü
2290	İlhan İrem
2291	Mikis Theodorakis
2292	Zülfü Livaneli
2293	Barış Manço
2294	Hande Yener
2295	Yıldız Tilbe
2296	Kostas Pavlidis
2297	Ahmet Kaya
2298	Amália Rodrigues
2299	Cem Karaca
2300	Mazhar Fuat Özkan
2301	Mor ve Ötesi
2302	Sertab Erener
2303	Nükhet Duru
2304	Nilüfer
2305	Candan Erçetin
2306	Müzeyyen Senar
2307	Zerrin Özer
2308	Baba Zula
2309	Umay Umay
2310	Mehmet Güreli
2311	Loyko
2312	Funda Arar
2313	Hümeyra
2314	Selda Bağcan
2315	Goran Bregović
2316	Yasmin Levy
2317	Zuhal Olcay
2318	Emel Sayın
2319	Levent Yüksel
2320	Françoise Atlan
2321	Erkin Koray
2322	Düş Sokağı Sakinleri
2323	Şebnem Ferah
2324	Teoman
2325	Marissa Nadler
2326	Twisted Sister
2327	Dio
2328	KISS
2329	Massacration
2330	Dee Snider
2331	Aerosmith
2332	Van Halen
2333	Desperado
2334	Hollywood Rose
2335	Buckcherry
2336	Joan Jett
2337	Creed
2338	Highway
2339	Pariisin Kevät
2340	Von Hertzen Brothers
2341	Michael Monroe
2342	The Wildhearts
2343	Uniklubi
2344	CMX
2345	Airbourne
2346	D-A-D
2347	Monster Magnet
2348	Hardcore Superstar
2349	The Hellacopters
2350	Audrey Horne
2351	Karnivool
2352	Tuvalu
2353	Animal Alpha
2354	Type O Negative
2355	Amorphis
2356	Day Eleven
2357	Backyard Babies
2358	Danko Jones
2359	Ghost Brigade
2360	Primus
2361	Jenni Vartiainen
2362	Sara
2363	Neaera
2364	Trivium
2365	Godsmack
2366	Dethklok
2367	The Crimson Armada
2368	Amatory
2369	Unearth
2370	Flaw
2371	Bleed From Within
2372	Winds of Plague
2373	Before The Torn
2374	Sea of Treachery
2375	Mónica Naranjo
2376	Alejandra Guzmán
2377	Jessie James
2378	LeToya
2379	Celia Cruz
2380	Chayanne
2381	Yuri
2382	Patricia Rivera
2383	Final Fantasy
2384	The Lovely Feathers
2385	dd/mm/yyyy
2386	The Olivia Tremor Control
2387	Xiu Xiu
2388	Chore
2389	k-os
2390	TV on the Radio
2391	They Shoot Horses Don't They
2392	Stars
2393	Destroyer
2394	Jeff Mangum
2395	The Waking Eyes
2396	The Ghost is Dancing
2397	The Music Tapes
2398	Patrick & Eugene
2399	Hugh Fraser
2400	Built to Spill
2401	The Fiery Furnaces
2402	Dan Deacon
2403	Mitch Hedberg
2404	Billie Holiday
2405	Elf Power
2406	Billie Holiday & Teddy Wilson & His Orchestra
2407	Islands
2408	Owls & Crows
2409	The New Pornographers
2410	Copeland
2411	I See Stars
2412	Teddy Geiger
2413	Kyo
2414	Architects
2415	From First to Last
2416	Luxuria
2417	Porcelain and the Tramps
2418	Coeur de Pirate
2419	A Cursive Memory
2420	Aloha From Hell
2421	Keith Urban
2422	Martina McBride
2423	Montana Skies
2424	Rascal Flatts
2425	Juanes
2426	Celtic Woman
2427	Garth Brooks
2428	Little Big Town
2429	Billy Joel
2430	Trace Adkins
2431	Howard Shore
2432	Phil Vassar
2433	Jo Dee Messina
2434	Brooks & Dunn
2435	Trisha Yearwood
2436	Josh Turner
2437	Laura Sullivan
2438	Tim McGraw
2439	Faith Hill
2440	Toby Keith
2441	Dierks Bentley
2442	Lonestar
2443	Nat King Cole
2444	Glenn Miller
2445	João Gilberto
2446	Benedetti & Svoboda
2447	Reik
2448	Boston
2449	Selena Cross
2450	Alison Krauss
2451	Vince Gill
2452	George Strait
2453	Alan Jackson
2454	Peter Gabriel
2455	Throbbing Gristle
2456	Current 93
2457	Foetus
2458	Fantômas
2459	Insane Clown Posse
2460	Captain Beefheart & His Magic Band
2461	Renaldo and The Loaf
2462	The Legendary Pink Dots
2463	Danny Elfman
2464	Twiztid
2465	Suicide
2466	The Birthday Party
2467	Whitehouse
2468	King Missile
2469	Peeping Tom
2470	Anybody Killa
2471	Psychic TV
2472	Happy Mondays
2473	Public Image Ltd.
2474	Kaada
2475	The Specials
2476	Mike Patton
2477	FM Einheit
2478	Mr. Bungle
2479	Monte Cazazza
2480	Half Japanese
2481	Kid606
2482	IOSYS
2483	Basshunter
2484	Wiklund
2485	Scooter
2486	REDALiCE
2487	Nightcore
2488	dj TAKA
2489	YMCK
2490	Bloody Vomit Bukkake
2491	Morandi
2492	初音ミク
2493	Rocco
2494	Eric Prydz
2495	반야
2496	Lucky Twice
2497	KOTOKO
2498	Millenium
2499	Shaun Baker
2500	Agnieszka Chylińska
2501	I Cavalieri del re
2502	Sonic Alive feat. Kate Lesing
2503	Natalia Lesz
2504	Robyn
2505	Shaggy
2506	Spice Girls
2507	Mando Diao
2508	Kid Rock
2509	Sunrise Avenue
2510	Delorean
2511	Morrissey
2512	Super Furry Animals
2513	The Drums
2514	Wild Nothing
2515	LCD Soundsystem
2516	Los Planetas
2517	Graham Coxon
2518	The Pains of Being Pure at Heart
2519	Beady Eye
2520	Los Punsetes
2521	Best Coast
2522	My Bloody Valentine
2523	Lolene
2524	KT Tunstall
2525	Paula Fernandes
2526	Vanessa Carlton
2527	Hairspray (Soundtrack to the Motion Picture)
2528	Wanessa
2529	Lu Alone
2530	vanessa carllton
2531	Boom Crash Opera
2532	Culture Club
2533	Bay City Rollers
2534	Hall & Oates
2535	Naturally 7
2536	The Power Station
2537	The Unknownn
2538	Toto
2539	Kajagoogoo
2540	Boz Scaggs
2541	Julian Lennon
2542	Arcadia
2543	Graham Bonnet
2544	Ricki-Lee
2545	Extreme
2546	Peter Cox
2547	Paul Young
2548	Billy Connolly
2549	Styx
2550	The Doobie Brothers
2551	Bananarama
2552	Minus the Bear
2553	The Appleseed Cast
2554	The Fall of Troy
2555	This Town Needs Guns
2556	Protest The Hero
2557	Johnny Foreigner
2558	Idiot Pilot
2559	Between the Buried and Me
2560	Biffy Clyro
2561	Fields
2562	Foals
2563	The Most Serene Republic
2564	Rogue Wave
2565	toe
2566	Born of Osiris
2567	Late of the Pier
2568	The Arusha Accord
2569	WinterKids
2570	Auto!Automatic!!
2571	The Maccabees
2572	Hope of the States
2573	Battles
2574	SikTh
2575	Slash
2576	Maria Daniela Y Su Sonido Lasser
2577	Los Concorde
2578	will.i.am
2579	carla morrison
2580	We Are Scientists
2581	Mystery Jets
2582	Delphic
2583	Sel
2584	Gravel
2585	Bonobo
2586	The Stone Roses
2587	The Script
2588	City and Colour
2589	UB40
2590	The Temper Trap
2591	The Vaccines
2592	Newton Faulkner
2593	Mr Hudson & The Library
2594	Razorlight
2595	Cast
2596	Nouvelle Vague
2597	Pierce the Veil
2598	Before Their Eyes
2599	VersaEmerge
2600	Beatallica
2601	We Came As Romans
2602	Pokémon
2603	Nightmare
2604	Frank Zappa
2605	Barenaked Ladies
2606	Randy Newman
2607	Ben Folds
2608	The Weakerthans
2609	Elvis Costello
2610	Paul Simon
2611	Gilbert & Sullivan
2612	Rufus Wainwright
2613	Elvis Costello & The Attractions
2614	Stephen Sondheim
2615	Jason Robert Brown
2616	Paddy Milner
2617	Sublime
2618	Ella Fitzgerald
2619	Ben Folds Five
2620	Neko Case
2621	Calexico
2622	The Mothers of Invention
2623	Thursday
2624	Hayko Cepkin
2625	Alexander Rybak
2626	Manga
2627	Bill
2628	The Beat
2629	Alfonso Moreno-Guitar
2630	Bozkurt
2631	Bilal Serbest
2632	The Classic Crime
2633	A Rocket to the Moon
2634	Bloodbath
2635	Reação em Cadeia
2636	Finley
2637	Sonohra
2638	Studio 3
2639	Modà
2640	Bidê ou Balde
2641	Anberlin
2642	Lost
2643	Acústicos & Valvulados
2644	Lordi
2645	The Cab
2646	This Providence
2647	The Flashbulb
2648	Amon Tobin
2649	µ-Ziq
2650	Chris Clark
2651	Kettel
2652	Clark
2653	Plaid
2654	Boxcutter
2655	Ellen Allien & Apparat
2656	Tycho
2657	Bola
2658	Bong-Ra
2659	Shitmat
2660	Acrnym
2661	The Future Sound of London
2662	Stendeck
2663	Doormouse
2664	Duran Duran Duran
2665	Cardopusher
2666	Knifehandchop
2667	Hrvatski
2668	Wagon Christ
2669	Sickboy
2670	Abfahrt Hinwil
2671	Telefon Tel Aviv
2672	Xanopticon
2673	Sabrepulse
2674	Last Step
2675	Frog Pocket
2676	Bit Shifter
2677	belladonnakillz
2678	Public Enemy
2679	Кровосток
2680	The Speed Freak
2681	Swampyboy
2682	Bondage Fairies
2683	Ed Cox
2684	Рубль
2685	minusbaby
2686	Angerfist
2687	Linde
2688	The Rapture
2689	AleX Tune
2690	Kodek
2691	Parov Stelar
2692	Firebrand Boy
2693	Ноггано
2694	DJ Spinbad
2695	Bonaparte
2696	DJ Shadow
2697	64revolt
2698	Rotator
2699	KOSMOPOP2
2700	Electric Dragon
2701	MICROCOBRA
2702	Snork25
2703	Set Your Goals
2704	Otto von Schirach
2705	8[bit]chyfruit
2706	14 Year Old Girls
2707	Maladroit
2708	Gidropony
2709	Bullfrog
2710	Leviathan
2711	Кажэ Обойма
2712	Кожаный Олень
2713	Uoki-Toki
2714	Neuro Dubel
2715	Ляпис Трубецкой
2716	Бригадный Подряд
2717	Boney neM
2718	Bloodhound Gang
2719	Sacred Steel
2720	Dezperadoz
2721	N.R.M.
2722	Steppenwolf
2723	Ногу Свело!
2724	Machine Head
2725	Robert Miles
2726	Korpiklaani
2727	Дельфин
2728	Катетер
2729	Deathspell Omega
2730	Hate
2731	Watain
2732	Dead Congregation
2733	Antaeus
2734	Funeral Mist
2735	1349
2736	Xasthur
2737	Ihsahn
